model_a,model_b,endpoint,winner
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_hPPB,gpt-4o-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,gpt-4o-mini,ADME_RLM,gpt-4o-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,llama3
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,llama3
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,llama3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_hPPB,mistral
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,mistral,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_Sol,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_rPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_HLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_RLM,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_MDR1_ER,gpt-4.1-mini
gpt-4.1-mini,phi3,ADME_hPPB,gpt-4.1-mini
gpt-4o-mini,llama3,ADME_Sol,gpt-4o-mini
gpt-4o-mini,llama3,ADME_Sol,gpt-4o-mini
gpt-4o-mini,llama3,ADME_rPPB,gpt-4o-mini
gpt-4o-mini,llama3,ADME_rPPB,gpt-4o-mini
gpt-4o-mini,llama3,ADME_rPPB,gpt-4o-mini
gpt-4o-mini,llama3,ADME_rPPB,gpt-4o-mini
gpt-4o-mini,llama3,ADME_RLM,gpt-4o-mini
gpt-4o-mini,llama3,ADME_RLM,gpt-4o-mini
gpt-4o-mini,llama3,ADME_RLM,gpt-4o-mini
gpt-4o-mini,llama3,ADME_rPPB,gpt-4o-mini
gpt-4o-mini,llama3,ADME_HLM,gpt-4o-mini
