endpoint,sample,prediction,base_value,category,features,shap_values,explanation
ADME_RLM,mol_11_2171363,1508.4511456234982,601.096389811611,high,"['VSA_EState3', 'FpDensityMorgan3', 'FpDensityMorgan1']","[245.24727377657828, -211.53651687668557, 156.31182363814773]","The predicted hepatic metabolic clearance is 1508.45 mL/min/kg, categorized as high, indicating rapid metabolism of the compound in liver microsomes which could lead to reduced systemic exposure and potentially shorter duration of action.

The baseline clearance value of 601.1 mL/min/kg represents the average intrinsic clearance observed in typical liver microsomes. Since the prediction of 1508.45 mL/min/kg is substantially higher than this baseline, it suggests enhanced enzymatic activity or compound properties favoring faster hepatic metabolism, which may influence dosing frequency and bioavailability in pharmacokinetic profiles.

1. VSA_EState3 (+245.25): This descriptor quantifies the sum of electrotopological state indices for atoms with certain van der Waals surface area characteristics, reflecting the electronic and steric environment of the molecule. A positive contribution (+245.25) signifies that regions of the molecule promoting higher electron density and surface exposure facilitate enzymatic interactions, thereby increasing metabolic clearance. This feature highlights the compoundâ€™s propensity for rapid hepatic metabolism due to favorable enzyme binding and processing.

2. FpDensityMorgan3 (-211.54): This feature represents the density of circular Morgan fingerprints of radius 3, capturing molecular substructures and complexity at a medium chemical neighborhood. The negative contribution (-211.54) indicates that higher fingerprint density at this level correlates with reduced intrinsic clearance, likely due to steric hindrance or structural motifs that impede enzyme access or metabolism. Although it decreases clearance, its effect is outweighed by other features leading to an overall increase.

3. FpDensityMorgan1 (+156.31): Similar to FpDensityMorgan3 but focused on radius 1, this feature measures local atomic environment density at a smaller radius. The positive impact (+156.31) suggests that certain compact molecular fragments enhance enzymatic recognition or catalytic efficiency, thereby promoting faster hepatic metabolism. This structural characteristic supports higher clearance rates by facilitating metabolic processing.

These features collectively reinforce the overall prediction of increased hepatic metabolic clearance, with positive contributions from VSA_EState3 and FpDensityMorgan1 outweighing the negative effect of FpDensityMorgan3. Additional molecular properties not shown here may further influence the prediction but are likely secondary to these dominant factors."
ADME_RLM,mol_12_36366966,232.23333115805826,601.096389811611,high,"['qed', 'TPSA', 'MolLogP']","[-206.9394398300506, -155.771795618519, 80.60086223188503]","The model predicts a hepatic metabolic clearance of 232.23 mL/min/kg, categorizing the compound as having high intrinsic clearance, which suggests significant metabolic elimination by the liver.

The baseline value of 601.1 mL/min/kg represents the average intrinsic clearance observed across a reference set of compounds. Since the prediction of 232.23 mL/min/kg is substantially lower than this baseline, the compound is expected to undergo hepatic metabolism at a slower rate than average, implying potentially prolonged systemic exposure and reduced hepatic extraction.

1. qed (-206.94): The quantitative estimate of drug-likeness (qed) is a composite measure reflecting favorable physicochemical and structural properties. A negative influence of -206.94 indicates that higher drug-likeness scores are associated with reduced hepatic clearance, possibly due to optimized molecular features that decrease metabolic susceptibility. Pharmacokinetically, this means that greater drug-likeness corresponds to lower intrinsic clearance, prolonging hepatic stability.

2. TPSA (-155.77): The topological polar surface area (TPSA) quantifies the polar surface area of a molecule related to hydrogen bonding potential. A negative contribution of -155.77 suggests that increased polarity reduces liver microsomal metabolism, likely by limiting passive diffusion across the hepatocyte membrane or reducing interaction with metabolic enzymes. This reduction in clearance enhances systemic drug retention.

3. MolLogP (+80.6): MolLogP measures the compoundâ€™s lipophilicity, influencing membrane permeability and enzyme affinity. Its positive value (+80.6) indicates that higher lipophilicity contributes to an increase in hepatic clearance, possibly by facilitating access to lipid-rich enzyme active sites. However, since the overall prediction is lower than baseline, this factor partially offsets the decline in clearance.

These identified features predominantly reinforce the lower hepatic clearance prediction through qed and TPSA, while the lipophilicity-related increase partially counteracts this effect. Other unlisted molecular characteristics likely exert stronger influence to yield the net decreased clearance estimate."
ADME_RLM,mol_13_50283346,144.23713909157982,601.096389811611,high,"['qed', 'fr_bicyclic', 'FpDensityMorgan3']","[-225.91295533157106, -187.24791303974612, -180.4088777003534]","The predicted hepatic metabolic clearance for the compound is 144.24 mL/min/kg, categorized as high clearance, indicating efficient liver metabolism and rapid drug elimination.

The baseline intrinsic clearance value of 601.1 mL/min/kg represents an average hepatic metabolic capacity observed in liver microsomes across a broad chemical space. The prediction of 144.24 mL/min/kg is substantially lower than this baseline, suggesting that the compound undergoes slower metabolism in the liver than typical high-clearance compounds. Biologically, this implies a potentially longer systemic exposure and reduced hepatic elimination rate.

1. qed (-225.91): This feature quantifies drug-likeness based on molecular properties such as lipophilicity, polar surface area, and molecular weight. A negative contribution of -225.91 indicates that higher drug-likeness reduces hepatic intrinsic clearance, possibly due to optimized structural features that limit metabolic susceptibility, leading to decreased enzyme affinity and slower metabolism. Pharmacokinetically, this reflects a compound less prone to rapid hepatic biotransformation, enhancing systemic persistence.

2. fr_bicyclic (-187.25): This feature captures the presence of bicyclic ring systems within the molecular structure. The negative value of -187.25 suggests that bicyclic moieties are associated with reduced metabolic clearance, potentially due to steric hindrance or increased molecular rigidity that impairs access of metabolizing enzymes to labile sites. Consequently, the compound exhibits diminished hepatic metabolic rate, favoring prolonged half-life.

3. FpDensityMorgan3 (-180.41): This descriptor measures the density of molecular fingerprints at radius 3, reflecting the complexity and compactness of the molecule. Its negative impact (-180.41) indicates that higher fingerprint density correlates with lower intrinsic clearance, likely because more compact structures reduce the availability of sites for enzymatic attack, thereby decreasing metabolic turnover. This would translate pharmacokinetically into sustained drug levels and slower hepatic elimination.

These three features reinforce the overall prediction of a clearance lower than the baseline by contributing negative effects that decrease intrinsic clearance. However, other molecular properties not shown here may further modulate the final hepatic metabolic rate."
ADME_RLM,mol_14_44811754,172.5844970059785,601.096389811611,high,"['MolLogP', 'TPSA', 'qed']","[158.7125517842926, -153.95342661226243, -98.74697295305286]","The model predicts a hepatic metabolic clearance of 172.58 mL/min/kg, categorized as high clearance, indicating rapid biotransformation of the compound in the liver despite being lower than the baseline value.

The baseline hepatic metabolic clearance of 601.1 mL/min/kg represents an average intrinsic clearance rate observed across similar compounds. The predicted clearance of 172.58 mL/min/kg is substantially lower than this baseline, suggesting a reduced rate of hepatic metabolism. Biologically, this implies that the compound may have a longer systemic exposure and slower elimination compared to the typical reference, potentially impacting dosing and toxicity profiles.

1. MolLogP (+158.71): MolLogP quantifies the compoundâ€™s lipophilicity, with higher values indicating greater lipid solubility. Elevated lipophilicity generally enhances membrane permeability and access to metabolizing enzymes in the liver, thus increasing metabolic clearance. The positive contribution of +158.71 suggests that the compoundâ€™s lipophilicity partially promotes higher hepatic metabolism, though it does not fully offset the overall decrease in clearance.

2. TPSA (-153.95): Topological polar surface area (TPSA) measures the surface area occupied by polar atoms, reflecting the moleculeâ€™s polarity. Higher TPSA often correlates with reduced membrane permeability and lower affinity for the hepatic enzymes involved in phase I metabolism, thereby decreasing clearance. The negative value of -153.95 indicates that the compoundâ€™s polarity significantly reduces its hepatic metabolic rate, contributing strongly to the lower predicted clearance.

3. qed (-98.75): The quantitative estimate of drug-likeness (qed) integrates multiple molecular properties to assess drug-like characteristics. A lower qed score can be associated with suboptimal physicochemical profiles that hinder metabolic recognition or enzyme-substrate interactions. Here, the negative effect of -98.75 implies that the compoundâ€™s overall drug-likeness traits reduce its hepatic metabolism, further reinforcing the lower clearance prediction.

These features collectively counteract and partially explain the reduced hepatic clearance prediction, with polarity and drug-likeness significantly lowering it, while lipophilicity provides a moderate opposing effect. Additional molecular factors not listed may have a dominant influence determining the final predicted metabolic rate."
ADME_RLM,mol_15_300112437,160.36657454495148,601.096389811611,high,"['qed', 'FpDensityMorgan3', 'FpDensityMorgan1']","[-194.95261718800745, -189.46784761482564, 106.45260435096056]","The model predicts a hepatic metabolic clearance of 160.37 mL/min/kg, classified as high clearance, indicating considerable liver metabolism potential despite being lower than the baseline.  

The baseline value of 601.1 mL/min/kg represents an average intrinsic clearance observed in liver microsomes for compounds of similar chemical class. The predicted clearance of 160.37 mL/min/kg is substantially lower than this average, implying a reduced rate of hepatic metabolism relative to the typical compound in this dataset. Biologically, this suggests that the compound may have a longer systemic exposure and potentially slower elimination through hepatic pathways.  

1. qed (-194.95): The quantitative estimation of drug-likeness (qed) reflects overall structural properties related to pharmacokinetics and toxicity. A negative value of -194.95 indicates that higher drug-likeness decreases metabolic clearance, which may result from molecular features that reduce interaction with hepatic enzymes. This likely corresponds to a metabolic profile favoring reduced biotransformation in liver microsomes.  

2. FpDensityMorgan3 (-189.47): This descriptor measures the density of Morgan fingerprints at radius 3, reflecting local molecular complexity or size. A negative contribution of -189.47 suggests that higher fingerprint density reduces hepatic clearance, possibly by steric hindrance or decreased enzyme accessibility, leading to slower intrinsic metabolism.  

3. FpDensityMorgan1 (+106.45): This feature quantifies the fingerprint density at radius 1, representing more localized molecular features. The positive value of +106.45 indicates that certain local substructures enhance hepatic clearance, potentially by increasing susceptibility to enzyme binding or metabolism. Its positive effect partially counteracts the overall predicted decrease.  

These features collectively support the reduced hepatic clearance prediction, with negative contributions predominating; however, the positive influence of FpDensityMorgan1 partially offsets this decrease. Other molecular factors not represented here likely contribute to the final metabolic clearance estimate."
ADME_RLM,mol_16_48544545,46.80890403713558,601.096389811611,high,"['TPSA', 'VSA_EState6', 'SMR_VSA5']","[-84.4752928119896, -47.032253633679446, -39.18301749136216]","The predicted hepatic metabolic clearance is 46.81 mL/min/kg, categorizing the compound as having high clearance, indicating efficient liver metabolism and potentially rapid systemic elimination. 

The baseline clearance of 601.1 mL/min/kg represents an average intrinsic clearance value observed in liver microsomes across a range of compounds. The prediction of 46.81 mL/min/kg is substantially lower than this baseline, suggesting that the compound undergoes slower hepatic metabolism relative to the average, which may lead to prolonged systemic exposure and potentially altered dosing requirements.

1. TPSA (-84.48): Topological Polar Surface Area (TPSA) quantifies the polar surface of a molecule, reflecting its capacity for hydrogen bonding and polarity, which generally reduces passive membrane permeability. The negative value indicates that increased polarity decreases metabolic clearance, likely by limiting the molecule's access to hepatic enzymes within the lipid-rich environment of the liver microsomes. Pharmacokinetically, higher TPSA can reduce hepatic metabolism, contributing to lower intrinsic clearance.

2. VSA_EState6 (-47.03): This feature combines van der Waals surface area with electrotopological state indices, capturing the spatial distribution of electronic properties. A negative contribution implies that features increasing this parameter reduce clearance, possibly by hindering enzyme binding or interaction due to steric or electronic effects. Reduced enzyme affinity leads to slower metabolism and lower intrinsic clearance rates.

3. SMR_VSA5 (-39.18): SMR_VSA5 describes the surface area of atoms with specific molar refractivity ranges, reflecting electronic polarizability. The negative value suggests that molecular regions with these electronic characteristics decrease metabolic clearance, potentially by decreasing the propensity for oxidative metabolism or altering enzyme-substrate complementarity. This contributes to diminished hepatic biotransformation.

These three negatively valued features collectively reinforce the prediction of decreased hepatic metabolic clearance, consistent with the overall lower predicted value. Nonetheless, other molecular properties not presented here may further influence the final metabolic clearance."
ADME_RLM,mol_17_44507857,189.0559385217203,601.096389811611,high,"['MolLogP', 'BCUT2D_MRLOW', 'FpDensityMorgan3']","[-129.97430447910736, 94.57780725734706, 73.22591770122273]","The model predicts a hepatic metabolic clearance of 189.06 mL/min/kg, categorizing the compound as having high clearance. This suggests a relatively rapid elimination rate through liver metabolism, which can influence the drugâ€™s dosing frequency and systemic exposure.

The baseline hepatic metabolic clearance of 601.1 mL/min/kg represents an average intrinsic clearance value observed in liver microsomes across similar compounds. The predicted clearance is significantly lower than this baseline, indicating that the compound may be metabolized less efficiently than the typical molecule in this chemical space. Biologically, this lower hepatic clearance implies a potentially longer half-life or reduced first-pass metabolism, impacting oral bioavailability and systemic drug levels.

1. MolLogP (-129.97): MolLogP measures the compoundâ€™s lipophilicity, reflecting its affinity for lipid membranes and hydrophobic environments. A negative contribution of -129.97 suggests that lower lipophilicity decreases the predicted hepatic clearance by reducing passive membrane permeability and access to metabolizing enzymes. Pharmacokinetically, compounds with lower MolLogP may show diminished hepatic uptake and metabolic turnover, leading to reduced clearance.

2. BCUT2D_MRLOW (+94.58): BCUT2D_MRLOW is an electronic descriptor associated with molecular refractivity at the lower end of the BCUT descriptor spectrum. Its positive effect (+94.58) indicates that electronic properties enhancing interaction with liver enzymes moderately increase the predicted clearance. However, this increase only partially offsets the overall predicted decrease from other features.

3. FpDensityMorgan3 (+73.23): FpDensityMorgan3 quantifies molecular fingerprint density at a Morgan radius of 3, correlating with molecular complexity and size. The positive value of +73.23 suggests that greater molecular fingerprint density is associated with enhanced metabolic clearance, possibly due to increased recognition or binding to multiple metabolic sites. This positive contribution also partially counteracts the negative driving forces but is insufficient to restore clearance to baseline levels.

These molecular features collectively counteract the overall decrease in predicted hepatic clearance, but the negative effect of decreased lipophilicity (MolLogP) predominates, leading to a net lower clearance estimate. Additional unreported factors likely dominate and reinforce the overall prediction."
ADME_RLM,mol_18_194974866,173.51139500701842,601.096389811611,high,"['MolLogP', 'qed', 'TPSA']","[224.9709383630676, -150.02207846937574, 106.36109137327043]","The model predicts a hepatic metabolic clearance of 173.51 mL/min/kg, classified within the high clearance category, suggesting that the compound is likely to be rapidly metabolized by liver enzymes. 

The baseline value of 601.1 mL/min/kg represents an average intrinsic clearance observed in liver microsomes for similar compounds. Since the prediction of 173.51 mL/min/kg is substantially lower than this baseline, it indicates that the compound is expected to undergo slower hepatic metabolism compared to the average, potentially leading to prolonged systemic exposure and altered pharmacokinetics.

1. MolLogP (+224.97): MolLogP measures the compoundâ€™s lipophilicity, reflecting its affinity for lipid environments. Higher lipophilicity typically enhances membrane permeability and facilitates access to metabolizing enzymes, which would normally increase hepatic intrinsic clearance. In this case, the positive contribution (+224.97) suggests that lipophilicity partially favors faster metabolism but is insufficient to override the overall decreased clearance prediction.

2. qed (-150.02): The quantitative estimate of drug-likeness (qed) summarizes multiple molecular properties associated with favorable pharmacokinetics. A negative contribution (-150.02) here implies that drug-likeness characteristics reduce hepatic clearance, possibly due to structural features that limit interaction with metabolizing enzymes or reduce metabolic susceptibility, resulting in slower biotransformation.

3. TPSA (+106.36): The topological polar surface area (TPSA) quantifies the area of polar atoms on the moleculeâ€™s surface, influencing solubility and enzyme binding. A positive value (+106.36) suggests increased polarity may enhance metabolic recognition or solubility, favoring higher clearance. Despite this, the overall predicted clearance remains below baseline.

These features partially counteract the reduced hepatic clearance prediction, as two positive contributors (MolLogP and TPSA) increase clearance while the negative qed decreases it; nevertheless, the net effect results in a clearance lower than baseline, indicating other molecular or biological features not shown here dominate the prediction."
ADME_RLM,mol_19_76751123,2336.181030950789,601.096389811611,high,"['FpDensityMorgan3', 'MolLogP', 'VSA_EState3']","[138.51348991761407, 137.22077778338394, 131.00115394411336]","The predicted hepatic metabolic clearance of 2336.18 mL/min/kg falls into the high clearance category, indicating that the compound is expected to be rapidly metabolized by liver enzymes, potentially leading to a shorter half-life and reduced systemic exposure.

The baseline clearance value of 601.1 mL/min/kg represents the average intrinsic clearance observed in typical liver microsomal systems. The substantially higher predicted clearance suggests enhanced hepatic metabolism compared to the average, which biologically implies that the compound will be more efficiently processed by hepatic enzymes, likely resulting in faster elimination from systemic circulation.

1. FpDensityMorgan3 (+138.51): This feature quantifies the density of certain molecular fingerprints related to the topological environment within the molecule, reflecting structural complexity and potential interaction sites. A higher value indicates more structural motifs favorable for enzymatic recognition and binding, thereby increasing metabolic turnover. Pharmacokinetically, this suggests that molecules with greater fingerprint density are more readily recognized and metabolized by liver enzymes, contributing to increased intrinsic clearance.

2. MolLogP (+137.22): MolLogP represents the predicted lipophilicity of the molecule, indicating its affinity for lipid environments. Elevated lipophilicity facilitates passive diffusion into hepatocytes and can enhance substrate accessibility to metabolizing enzymes such as cytochrome P450s. Consequently, higher MolLogP values correlate with increased metabolic clearance as the molecule is more efficiently processed in the hepatic environment.

3. VSA_EState3 (+131.0): This descriptor combines van der Waals surface area with electronic state information for specific atom types within the molecule, reflecting regions susceptible to metabolic modification. Increased VSA_EState3 implies larger electron-rich surface areas accessible to enzyme active sites, promoting metabolic reactions. In pharmacokinetics, this translates to a higher likelihood of enzymatic metabolism, contributing to elevated hepatic clearance.

These three features collectively reinforce the predicted high hepatic clearance by highlighting molecular properties that facilitate enzyme interaction and metabolism. It remains possible that additional features not shown here also contribute significantly to the overall prediction."
ADME_RLM,mol_1_324056965,270.5063298476512,601.096389811611,high,"['MolLogP', 'TPSA', 'VSA_EState3']","[144.68403291010304, -124.00495817913064, -118.94207822148016]","The prediction for hepatic metabolic clearance is 270.51 mL/min/kg, categorized as high clearance, indicating that the compound is expected to undergo rapid metabolism in the liver, leading to potentially lower systemic exposure and faster elimination.

The baseline hepatic clearance of 601.1 mL/min/kg represents an average intrinsic clearance value observed across similar compounds. The predicted value of 270.51 mL/min/kg is significantly lower than this baseline, suggesting that the compound may be metabolized less extensively or more slowly than typical high-clearance drugs, which could result in increased bioavailability or prolonged half-life.

1. MolLogP (+144.68): MolLogP represents the logarithm of the compoundâ€™s partition coefficient between octanol and water, reflecting its lipophilicity. A higher MolLogP value generally facilitates greater membrane permeability and affinity for metabolic enzymes, thereby increasing metabolic clearance. Here, the positive contribution of +144.68 suggests that the compoundâ€™s lipophilicity partially supports higher clearance, but it does not fully offset the overall reduction.

2. TPSA (-124.0): TPSA, or Topological Polar Surface Area, quantifies the surface area occupied by polar atoms, influencing hydrogen bonding and solubility. A higher TPSA typically reduces passive membrane permeability and limits enzyme access, thus decreasing metabolic clearance. The negative contribution of -124.0 indicates that increased polarity lowers hepatic clearance, consistent with the observed reduction in the final prediction.

3. VSA_EState3 (-118.94): VSA_EState3 integrates van der Waals surface area with electronic state descriptors for specific atom types, reflecting molecular shape and electronic features relevant to enzyme interaction. A negative value of -118.94 implies that these molecular characteristics reduce enzyme binding affinity or catalytic efficiency, leading to decreased metabolic clearance in the liver.

These features overall counteract the decrease in hepatic clearance to some extent due to the positive influence of MolLogP, but the negative contributions from TPSA and VSA_EState3 more strongly reinforce the lowered prediction. Additional molecular properties not included here likely dominate the final metabolic clearance outcome."
ADME_RLM,mol_2_304005766,12.16271165392208,601.096389811611,moderate,"['MolLogP', 'VSA_EState8', 'PEOE_VSA6']","[-221.35844673124367, 75.4791467172932, -70.96514484506584]","The predicted hepatic metabolic clearance for the compound is 12.16 mL/min/kg, placing it in the moderate clearance category, which suggests a moderate rate of hepatic metabolism and elimination.

The baseline clearance value of 601.1 mL/min/kg represents the average intrinsic clearance observed in liver microsomes for similar compounds. The predicted intrinsic clearance is substantially lower than this baseline, indicating that the compound is expected to be metabolized more slowly in the liver. This reduced metabolic clearance may lead to prolonged systemic exposure and potentially longer duration of pharmacological action.

1. MolLogP (-221.36): MolLogP quantifies the compoundâ€™s lipophilicity, reflecting its partition coefficient between octanol and water. A negative contribution of -221.36 indicates that increased lipophilicity decreases hepatic metabolic clearance, likely due to stronger membrane affinity limiting access to metabolizing enzymes or altered enzyme interaction, resulting in slower metabolism. Pharmacokinetically, this suggests that higher lipophilicity may enhance drug retention in lipid environments, reducing clearance rate.

2. VSA_EState8 (+75.48): VSA_EState8 measures the sum of electrotopological state values for atoms within a specific van der Waals surface area range, related to molecular electronic and spatial properties. Its positive contribution (+75.48) implies that these electronic features promote increased metabolism by enhancing enzyme recognition or binding affinity, thereby partially offsetting the overall decrease in clearance.

3. PEOE_VSA6 (-70.97): PEOE_VSA6 accounts for the van der Waals surface area of atoms with specific partial charges calculated by the Partial Equalization of Orbital Electronegativities method. The negative impact (-70.97) suggests that higher surface area associated with certain charge distributions reduces metabolic clearance, potentially by decreasing enzyme accessibility or reactivity. This feature further contributes to slower hepatic metabolism.

These features collectively support the overall prediction of reduced hepatic metabolic clearance, with the positive effect of VSA_EState8 partially counteracting the decrease driven by MolLogP and PEOE_VSA6. Additional molecular properties not presented here may further influence the clearance outcome."
ADME_RLM,mol_3_194963090,2.7068328321724175,601.096389811611,low,"['FpDensityMorgan3', 'TPSA', 'VSA_EState3']","[-227.6843914980515, -108.90554448407804, -92.84436449688368]","The predicted hepatic metabolic clearance for this compound is 2.71 mL/min/kg, categorized as low, indicating a reduced rate of biotransformation in the liver and a potential for longer systemic exposure.

The baseline hepatic metabolic clearance value of 601.1 mL/min/kg represents an average intrinsic clearance observed in liver microsomes for a typical compound. The substantially lower predicted value indicates that this compound undergoes slower hepatic metabolism, which may result in decreased clearance from the bloodstream and prolonged pharmacological effects or accumulation risk.

1. FpDensityMorgan3 (-227.68): This feature quantifies the density of molecular fragments within a chemical structure. A negative value suggests that the molecular complexity or density reduces enzymatic recognition and subsequent metabolism, thereby decreasing intrinsic clearance. From a pharmacokinetic perspective, lower fragment density is associated with slower hepatic metabolic rates.

2. TPSA (-108.91): The topological polar surface area measures the polar portion of the moleculeâ€™s surface, which can influence membrane permeability and enzyme interaction. A negative value indicates higher polarity, which often reduces passive diffusion into hepatocytes and thus lowers metabolic clearance. This feature aligns with limited hepatic uptake and metabolism.

3. VSA_EState3 (-92.84): This descriptor encompasses the electronically weighted surface area associated with specific molecular regions, reflecting electronic distribution relevant to enzyme binding. The negative value denotes electronic characteristics that diminish metabolic enzyme affinity, leading to reduced intrinsic clearance. Pharmacokinetically, it points to decreased hepatic metabolism efficiency.

These features with negative contributions reinforce the overall prediction of low hepatic metabolic clearance, indicating molecular properties that reduce liver metabolism, although additional factors not shown here could also influence the final value."
ADME_RLM,mol_4_324059015,36.00948163708422,601.096389811611,moderate,"['qed', 'FpDensityMorgan3', 'VSA_EState3']","[-166.6917405024511, -146.12861905537173, -128.60543002086845]","The model predicts a hepatic metabolic clearance of 36.01 mL/min/kg, categorizing the compoundâ€™s liver metabolism as moderate, indicating a moderate rate of intrinsic clearance in liver microsomes that suggests substantial but not extensive hepatic extraction.

The baseline intrinsic clearance of 601.1 mL/min/kg represents an average hepatic metabolic capacity typical for the training chemical space, reflecting compounds with relatively high metabolic rates. The predicted clearance of 36.01 mL/min/kg is significantly lower than this baseline, indicating reduced metabolic turnover by hepatic enzymes and suggesting prolonged systemic exposure due to slower hepatic extraction.

1. qed (-166.69): The quantitative estimate of drug-likeness (qed) reflects overall molecular properties associated with drug-like behavior, such as molecular weight, polarity, and hydrogen bonding. A negative contribution of -166.69 implies that the specific physicochemical characteristics of this molecule, possibly lower lipophilicity or fewer metabolically labile sites, decrease hepatic clearance, consistent with reduced enzyme-substrate affinity or access in the liver microsomes, thus slowing metabolism.

2. FpDensityMorgan3 (-146.13): This feature quantifies the density of circular molecular fingerprints representing substructural complexity within a 3-bond radius. The negative impact (-146.13) indicates that lower fingerprint density correlates with fewer or less accessible sites for metabolic enzymes, resulting in decreased intrinsic clearance, which suggests that structural simplicity or reduced functionalization limits metabolic transformation.

3. VSA_EState3 (-128.61): The VSA_EState3 descriptor integrates van der Waals surface area with electronic state indices, capturing specific electronic and steric properties of molecular fragments. Its negative value (-128.61) suggests that particular electronic environments or constrained surface areas reduce metabolic enzyme interaction or catalysis, thereby diminishing hepatic intrinsic clearance.

These three features collectively reinforce the overall predicted decrease in hepatic metabolic clearance, although the possibility that other unlisted molecular properties dominate the reduction cannot be excluded."
ADME_RLM,mol_5_316230505,237.01742178394505,601.096389811611,high,"['MolLogP', 'Chi4v', 'SlogP_VSA4']","[-118.23346015337897, 96.58670967238488, 78.86954955714371]","The predicted hepatic metabolic clearance is 237.02 mL/min/kg, classified as high clearance, indicating that the compound is expected to undergo rapid metabolism in the liver, potentially resulting in a shorter systemic half-life.

The baseline value of 601.1 mL/min/kg represents an average intrinsic clearance rate across a reference set of compounds. The current prediction is substantially lower than this baseline, suggesting that the compound has a reduced rate of hepatic metabolism compared to the typical molecule. Biologically, this implies slower metabolic elimination, which might increase the compoundâ€™s systemic exposure and duration of action.

1. MolLogP (-118.23): MolLogP quantifies the compoundâ€™s lipophilicity, reflecting its affinity for lipid versus aqueous environments. The strongly negative contribution indicates that higher lipophilicity markedly decreases hepatic clearance, likely due to increased membrane retention or reduced solubility in the aqueous liver microsomal environment, leading to slower metabolism. This decrease in clearance can enhance bioavailability and systemic persistence of the compound.

2. Chi4v (+96.59): Chi4v is a topological valence molecular connectivity index related to the complexity and branching of the molecule. A positive value here suggests that greater molecular branching or complexity enhances metabolic clearance, possibly by providing more sites susceptible to enzymatic attack in the liver. This effect tends to increase hepatic metabolism and reduce the compoundâ€™s systemic exposure.

3. SlogP_VSA4 (+78.87): SlogP_VSA4 describes the surface area of atoms with a specific range of lipophilicity, reflecting localized hydrophobic regions. The positive contribution indicates that increased hydrophobic surface area promotes higher metabolic clearance, likely by facilitating binding and recognition by hepatic enzymes. This enhances hepatic processing and elimination of the compound.

Overall, the negative MolLogP contribution strongly reinforces the lower predicted clearance relative to the baseline, while the positive contributions of Chi4v (+96.59) and SlogP_VSA4 (+78.87) partially counteract this decrease. Other molecular features not shown here likely dominate the prediction, resulting in the final reduced clearance value."
ADME_RLM,mol_6_299985775,2072.6739242655585,601.096389811611,high,"['PEOE_VSA6', 'TPSA', 'NumRotatableBonds']","[237.96050313560812, 139.94677191065375, 107.2080740661707]","The model predicts a high hepatic metabolic clearance of 2072.67 mL/min/kg, indicating a compound with rapid intrinsic clearance in liver microsomes, which suggests extensive liver metabolism and potentially shorter systemic half-life.

The baseline value of 601.1 mL/min/kg represents an average intrinsic clearance typically observed in liver microsomes. The prediction of 2072.67 mL/min/kg is substantially higher than this baseline, implying that the compound is expected to undergo much faster hepatic metabolism. Biologically, this suggests enhanced enzymatic activity leading to increased drug clearance and potentially reduced bioavailability or duration of pharmacological effect.

1. PEOE_VSA6 (+237.96): This feature quantifies the sum of Van der Waals surface areas of atoms with partial charges in a specific range, reflecting localized electronic properties influencing enzyme-substrate interaction. A higher PEOE_VSA6 value can enhance affinity for metabolic enzymes, thereby increasing intrinsic clearance. Pharmacokinetically, this indicates a stronger binding and faster metabolism by hepatic enzymes.

2. TPSA (+139.95): The topological polar surface area represents the moleculeâ€™s polar regions that influence solubility and membrane permeability. Increased TPSA can facilitate recognition by phase I and phase II metabolic enzymes, promoting higher metabolic turnover. Therefore, an elevated TPSA contributes to enhanced hepatic clearance consistent with increased metabolism.

3. NumRotatableBonds (+107.21): This feature represents the molecular flexibility reflecting the number of bonds around which the molecule can rotate. Increased flexibility generally allows better fitting within enzyme active sites, enhancing metabolic transformation rates. This results in elevated intrinsic clearance as the compound is more efficiently metabolized in the liver.

These features collectively reinforce the prediction of high hepatic metabolic clearance by contributing positive effects on metabolic rate. Nonetheless, other molecular descriptors not shown here could further influence the final clearance value."
ADME_RLM,mol_7_538570,540.4216920892691,601.096389811611,high,"['qed', 'FpDensityMorgan3', 'MolLogP']","[-304.408683552245, -150.30446483480748, 146.42049999638346]","The predicted hepatic metabolic clearance is 540.42 mL/min/kg, categorized as high, indicating rapid liver metabolism and potentially fast systemic elimination of the compound.  

The baseline value of 601.1 mL/min/kg represents an average intrinsic clearance in liver microsomes derived from a reference compound set with similar properties. The prediction being lower than the baseline suggests this compound is metabolized slightly more slowly than the average high-clearance compound, which may influence its plasma exposure and dosing frequency in vivo.  

1. qed (-304.41): The quantitative estimate of drug-likeness (qed) reflects overall molecular properties related to drug efficiency and bioavailability. A negative contribution of -304.41 indicates that higher drug-likeness scores are associated with reduced intrinsic clearance predictions, possibly because such molecules tend to exhibit structural features conferring metabolic stability, thus lowering hepatic clearance. This aligns pharmacokinetically with improved metabolic stability and prolonged systemic exposure.  

2. FpDensityMorgan3 (-150.3): This descriptor quantifies the three-dimensional density of Morgan fingerprints, capturing molecular size and shape complexity. A large negative value (-150.3) suggests that increased molecular complexity or steric hindrance decreases predicted metabolic clearance by limiting accessibility to liver enzymes. This indicates reduced biotransformation rate and consequently slower hepatic elimination.  

3. MolLogP (+146.42): MolLogP represents the logarithm of the octanol-water partition coefficient, indicating molecule lipophilicity. A positive contribution of +146.42 implies that higher lipophilicity enhances predicted intrinsic clearance, likely due to better membrane permeability facilitating access to metabolizing enzymes or increased binding affinity to CYP450 enzymes, resulting in faster metabolism and clearance.  

These features collectively counteract the overall predicted decrease in hepatic metabolic clearance, suggesting that although important structural and physicochemical properties reduce clearance, other factors not listed here likely dominate to produce the net predicted value below baseline."
